instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,cnt,event,temp_cat,atemp_cat,hum_cat,wind_cat
8073,2011-12-08,Fall,2011,December,0,Non-Holiday,Thursday,Work,Cloudy,4.22,-1.0,87.0,20.0,21,No,Cold,Cold,Too Moist,Slow Wind
8074,2011-12-08,Fall,2011,December,1,Non-Holiday,Thursday,Work,Clear,4.22,-1.0,81.0,24.0,7,No,Cold,Cold,Too Moist,Normal
8075,2011-12-08,Fall,2011,December,2,Non-Holiday,Thursday,Work,Clear,5.16,2.0,65.0,15.0,4,No,Cold,Cold,Too Moist,Slow Wind
8076,2011-12-08,Fall,2011,December,3,Non-Holiday,Thursday,Work,Clear,4.22,-1.0,60.0,20.0,1,No,Cold,Cold,Optimum,Slow Wind
8077,2011-12-08,Fall,2011,December,4,Non-Holiday,Thursday,Work,Cloudy,3.28,-3.0,60.0,31.0,2,No,Cold,Cold,Optimum,Normal
8078,2011-12-08,Fall,2011,December,5,Non-Holiday,Thursday,Work,Clear,2.34,-2.0,64.0,15.0,12,No,Cold,Cold,Too Moist,Slow Wind
8079,2011-12-08,Fall,2011,December,6,Non-Holiday,Thursday,Work,Clear,2.34,-2.0,55.0,19.0,71,No,Cold,Cold,Optimum,Slow Wind
8080,2011-12-08,Fall,2011,December,7,Non-Holiday,Thursday,Work,Clear,2.34,-2.0,60.0,15.0,244,No,Cold,Cold,Optimum,Slow Wind
8081,2011-12-08,Fall,2011,December,8,Non-Holiday,Thursday,Work,Clear,2.34,-2.0,55.0,19.0,429,No,Cold,Cold,Optimum,Slow Wind
8082,2011-12-08,Fall,2011,December,9,Non-Holiday,Thursday,Work,Clear,3.28,-2.0,52.0,26.0,225,No,Cold,Cold,Optimum,Normal
8083,2011-12-08,Fall,2011,December,10,Non-Holiday,Thursday,Work,Clear,4.22,-1.0,52.0,22.0,110,No,Cold,Cold,Optimum,Normal
8084,2011-12-08,Fall,2011,December,11,Non-Holiday,Thursday,Work,Clear,5.16,2.0,52.0,17.0,106,No,Cold,Cold,Optimum,Slow Wind
8085,2011-12-08,Fall,2011,December,12,Non-Holiday,Thursday,Work,Clear,5.16,1.0,52.0,22.0,156,No,Cold,Cold,Optimum,Normal
8086,2011-12-08,Fall,2011,December,13,Non-Holiday,Thursday,Work,Clear,6.1,2.0,49.0,24.0,124,No,Cold,Cold,Optimum,Normal
8087,2011-12-08,Fall,2011,December,14,Non-Holiday,Thursday,Work,Clear,7.04,4.0,45.0,17.0,137,No,Cold,Cold,Optimum,Slow Wind
8088,2011-12-08,Fall,2011,December,15,Non-Holiday,Thursday,Work,Clear,7.04,6.0,45.0,9.0,117,No,Cold,Cold,Optimum,Slow Wind
8089,2011-12-08,Fall,2011,December,16,Non-Holiday,Thursday,Work,Clear,7.04,5.0,45.0,13.0,208,No,Cold,Cold,Optimum,Slow Wind
8090,2011-12-08,Fall,2011,December,17,Non-Holiday,Thursday,Work,Clear,6.1,5.0,49.0,7.0,331,No,Cold,Cold,Optimum,Slow Wind
8091,2011-12-08,Fall,2011,December,18,Non-Holiday,Thursday,Work,Clear,5.16,2.0,52.0,15.0,318,No,Cold,Cold,Optimum,Slow Wind
8092,2011-12-08,Fall,2011,December,19,Non-Holiday,Thursday,Work,Clear,4.22,2.0,56.0,7.0,232,No,Cold,Cold,Optimum,Slow Wind
8093,2011-12-08,Fall,2011,December,20,Non-Holiday,Thursday,Work,Clear,4.22,2.0,60.0,7.0,175,No,Cold,Cold,Optimum,Slow Wind
8094,2011-12-08,Fall,2011,December,21,Non-Holiday,Thursday,Work,Clear,5.16,4.0,61.0,6.0,139,No,Cold,Cold,Too Moist,Slow Wind
8095,2011-12-08,Fall,2011,December,22,Non-Holiday,Thursday,Work,Clear,4.22,2.0,65.0,9.0,92,No,Cold,Cold,Too Moist,Slow Wind
8096,2011-12-08,Fall,2011,December,23,Non-Holiday,Thursday,Work,Clear,3.28,1.0,70.0,7.0,61,No,Cold,Cold,Too Moist,Slow Wind
8097,2011-12-09,Fall,2011,December,0,Non-Holiday,Friday,Work,Clear,3.28,3.0,65.0,0.0,34,No,Cold,Cold,Too Moist,Slow Wind
8098,2011-12-09,Fall,2011,December,1,Non-Holiday,Friday,Work,Clear,3.28,3.0,65.0,0.0,14,No,Cold,Cold,Too Moist,Slow Wind
8099,2011-12-09,Fall,2011,December,2,Non-Holiday,Friday,Work,Clear,3.28,3.0,70.0,0.0,12,No,Cold,Cold,Too Moist,Slow Wind
8100,2011-12-09,Fall,2011,December,3,Non-Holiday,Friday,Work,Clear,2.34,2.0,80.0,0.0,6,No,Cold,Cold,Too Moist,Slow Wind
8101,2011-12-09,Fall,2011,December,4,Non-Holiday,Friday,Work,Clear,2.34,2.0,80.0,0.0,2,No,Cold,Cold,Too Moist,Slow Wind
8102,2011-12-09,Fall,2011,December,5,Non-Holiday,Friday,Work,Clear,2.34,2.0,80.0,0.0,20,No,Cold,Cold,Too Moist,Slow Wind
8103,2011-12-09,Fall,2011,December,6,Non-Holiday,Friday,Work,Clear,2.34,1.0,80.0,6.0,63,No,Cold,Cold,Too Moist,Slow Wind
8104,2011-12-09,Fall,2011,December,7,Non-Holiday,Friday,Work,Clear,2.34,1.0,75.0,6.0,199,No,Cold,Cold,Too Moist,Slow Wind
8105,2011-12-09,Fall,2011,December,8,Non-Holiday,Friday,Work,Clear,3.28,3.0,81.0,0.0,385,No,Cold,Cold,Too Moist,Slow Wind
8106,2011-12-09,Fall,2011,December,9,Non-Holiday,Friday,Work,Clear,4.22,3.0,81.0,6.0,264,No,Cold,Cold,Too Moist,Slow Wind
8107,2011-12-09,Fall,2011,December,10,Non-Holiday,Friday,Work,Cloudy,6.1,4.0,70.0,11.0,126,No,Cold,Cold,Too Moist,Slow Wind
8108,2011-12-09,Fall,2011,December,11,Non-Holiday,Friday,Work,Clear,7.04,4.0,70.0,17.0,136,No,Cold,Cold,Too Moist,Slow Wind
8109,2011-12-09,Fall,2011,December,12,Non-Holiday,Friday,Work,Clear,8.92,6.0,57.0,20.0,173,No,Cold,Cold,Optimum,Slow Wind
8110,2011-12-09,Fall,2011,December,13,Non-Holiday,Friday,Work,Clear,9.86,10.0,50.0,13.0,168,No,Cold,Cold,Optimum,Slow Wind
8111,2011-12-09,Fall,2011,December,14,Non-Holiday,Friday,Work,Clear,9.86,10.0,46.0,19.0,187,No,Cold,Cold,Optimum,Slow Wind
8112,2011-12-09,Fall,2011,December,15,Non-Holiday,Friday,Work,Clear,9.86,10.0,46.0,19.0,189,No,Cold,Cold,Optimum,Slow Wind
8113,2011-12-09,Fall,2011,December,16,Non-Holiday,Friday,Work,Clear,8.92,7.0,62.0,9.0,250,No,Cold,Cold,Too Moist,Slow Wind
8114,2011-12-09,Fall,2011,December,17,Non-Holiday,Friday,Work,Clear,7.98,7.0,66.0,7.0,362,No,Cold,Cold,Too Moist,Slow Wind
8115,2011-12-09,Fall,2011,December,18,Non-Holiday,Friday,Work,Clear,7.98,8.0,61.0,0.0,318,No,Cold,Cold,Too Moist,Slow Wind
8116,2011-12-09,Fall,2011,December,19,Non-Holiday,Friday,Work,Clear,7.98,8.0,61.0,0.0,199,No,Cold,Cold,Too Moist,Slow Wind
8117,2011-12-09,Fall,2011,December,20,Non-Holiday,Friday,Work,Clear,6.1,6.0,81.0,0.0,150,No,Cold,Cold,Too Moist,Slow Wind
8118,2011-12-09,Fall,2011,December,21,Non-Holiday,Friday,Work,Clear,6.1,6.0,75.0,0.0,140,No,Cold,Cold,Too Moist,Slow Wind
8119,2011-12-09,Fall,2011,December,22,Non-Holiday,Friday,Work,Clear,5.16,5.0,87.0,0.0,129,No,Cold,Cold,Too Moist,Slow Wind
8120,2011-12-09,Fall,2011,December,23,Non-Holiday,Friday,Work,Clear,5.16,5.0,81.0,0.0,94,No,Cold,Cold,Too Moist,Slow Wind
8121,2011-12-10,Fall,2011,December,0,Non-Holiday,Saturday,Non-Work,Cloudy,4.22,2.0,81.0,7.0,77,No,Cold,Cold,Too Moist,Slow Wind
8122,2011-12-10,Fall,2011,December,1,Non-Holiday,Saturday,Non-Work,Cloudy,4.22,1.0,70.0,11.0,66,No,Cold,Cold,Too Moist,Slow Wind
8123,2011-12-10,Fall,2011,December,2,Non-Holiday,Saturday,Non-Work,Cloudy,5.16,4.0,61.0,6.0,60,No,Cold,Cold,Too Moist,Slow Wind
8124,2011-12-10,Fall,2011,December,3,Non-Holiday,Saturday,Non-Work,Cloudy,5.16,4.0,61.0,6.0,25,No,Cold,Cold,Too Moist,Slow Wind
8125,2011-12-10,Fall,2011,December,4,Non-Holiday,Saturday,Non-Work,Cloudy,4.22,2.0,65.0,7.0,3,No,Cold,Cold,Too Moist,Slow Wind
8126,2011-12-10,Fall,2011,December,5,Non-Holiday,Saturday,Non-Work,Clear,4.22,1.0,60.0,11.0,6,No,Cold,Cold,Optimum,Slow Wind
8127,2011-12-10,Fall,2011,December,6,Non-Holiday,Saturday,Non-Work,Clear,3.28,1.0,65.0,7.0,11,No,Cold,Cold,Too Moist,Slow Wind
8128,2011-12-10,Fall,2011,December,7,Non-Holiday,Saturday,Non-Work,Clear,3.28,-1.0,65.0,13.0,11,No,Cold,Cold,Too Moist,Slow Wind
8129,2011-12-10,Fall,2011,December,8,Non-Holiday,Saturday,Non-Work,Clear,4.22,2.0,65.0,9.0,73,No,Cold,Cold,Too Moist,Slow Wind
8130,2011-12-10,Fall,2011,December,9,Non-Holiday,Saturday,Non-Work,Clear,5.16,1.0,61.0,19.0,149,No,Cold,Cold,Too Moist,Slow Wind
8131,2011-12-10,Fall,2011,December,10,Non-Holiday,Saturday,Non-Work,Clear,7.04,4.0,57.0,17.0,192,No,Cold,Cold,Optimum,Slow Wind
8132,2011-12-10,Fall,2011,December,11,Non-Holiday,Saturday,Non-Work,Clear,7.04,3.0,53.0,28.0,236,No,Cold,Cold,Optimum,Normal
8133,2011-12-10,Fall,2011,December,12,Non-Holiday,Saturday,Non-Work,Clear,7.04,3.0,45.0,28.0,283,No,Cold,Cold,Optimum,Normal
8134,2011-12-10,Fall,2011,December,13,Non-Holiday,Saturday,Non-Work,Clear,7.98,4.0,34.0,28.0,286,No,Cold,Cold,Optimum,Normal
8135,2011-12-10,Fall,2011,December,14,Non-Holiday,Saturday,Non-Work,Clear,7.98,4.0,31.0,22.0,293,No,Cold,Cold,Optimum,Normal
8136,2011-12-10,Fall,2011,December,15,Non-Holiday,Saturday,Non-Work,Clear,7.98,4.0,34.0,24.0,299,No,Cold,Cold,Optimum,Normal
8137,2011-12-10,Fall,2011,December,16,Non-Holiday,Saturday,Non-Work,Clear,7.04,3.0,31.0,26.0,241,No,Cold,Cold,Optimum,Normal
8138,2011-12-10,Fall,2011,December,17,Non-Holiday,Saturday,Non-Work,Clear,5.16,1.0,36.0,22.0,185,No,Cold,Cold,Optimum,Normal
8139,2011-12-10,Fall,2011,December,18,Non-Holiday,Saturday,Non-Work,Clear,4.22,1.0,38.0,15.0,172,No,Cold,Cold,Optimum,Slow Wind
8140,2011-12-10,Fall,2011,December,19,Non-Holiday,Saturday,Non-Work,Clear,4.22,-0.0,38.0,19.0,154,No,Cold,Cold,Optimum,Slow Wind
8141,2011-12-10,Fall,2011,December,20,Non-Holiday,Saturday,Non-Work,Clear,3.28,-1.0,35.0,15.0,124,No,Cold,Cold,Optimum,Slow Wind
8142,2011-12-10,Fall,2011,December,21,Non-Holiday,Saturday,Non-Work,Clear,2.34,-2.0,44.0,15.0,83,No,Cold,Cold,Optimum,Slow Wind
8143,2011-12-10,Fall,2011,December,22,Non-Holiday,Saturday,Non-Work,Clear,2.34,-1.0,41.0,9.0,95,No,Cold,Cold,Optimum,Slow Wind
8144,2011-12-10,Fall,2011,December,23,Non-Holiday,Saturday,Non-Work,Clear,1.4,-2.0,47.0,11.0,66,No,Cold,Cold,Optimum,Slow Wind
8145,2011-12-11,Fall,2011,December,0,Non-Holiday,Sunday,Non-Work,Clear,1.4,-3.0,51.0,15.0,74,No,Cold,Cold,Optimum,Slow Wind
8146,2011-12-11,Fall,2011,December,1,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-6.0,59.0,15.0,62,No,Cold,Cold,Optimum,Slow Wind
8147,2011-12-11,Fall,2011,December,2,Non-Holiday,Sunday,Non-Work,Clear,0.46,-5.0,55.0,17.0,52,No,Cold,Cold,Optimum,Slow Wind
8148,2011-12-11,Fall,2011,December,3,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-4.0,59.0,9.0,19,No,Cold,Cold,Optimum,Slow Wind
8149,2011-12-11,Fall,2011,December,4,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-5.0,59.0,11.0,5,No,Cold,Cold,Optimum,Slow Wind
8150,2011-12-11,Fall,2011,December,5,Non-Holiday,Sunday,Non-Work,Clear,0.46,-2.0,59.0,7.0,6,No,Cold,Cold,Optimum,Slow Wind
8151,2011-12-11,Fall,2011,December,6,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-1.0,59.0,0.0,10,No,Cold,Cold,Optimum,Slow Wind
8152,2011-12-11,Fall,2011,December,7,Non-Holiday,Sunday,Non-Work,Clear,0.46,-0.0,55.0,0.0,31,No,Cold,Cold,Optimum,Slow Wind
8153,2011-12-11,Fall,2011,December,8,Non-Holiday,Sunday,Non-Work,Clear,-0.48,-1.0,69.0,0.0,72,No,Cold,Cold,Too Moist,Slow Wind
8154,2011-12-11,Fall,2011,December,9,Non-Holiday,Sunday,Non-Work,Clear,1.4,1.0,59.0,0.0,107,No,Cold,Cold,Optimum,Slow Wind
8155,2011-12-11,Fall,2011,December,10,Non-Holiday,Sunday,Non-Work,Clear,3.28,3.0,44.0,0.0,194,No,Cold,Cold,Optimum,Slow Wind
8156,2011-12-11,Fall,2011,December,11,Non-Holiday,Sunday,Non-Work,Clear,4.22,4.0,35.0,0.0,197,No,Cold,Cold,Optimum,Slow Wind
8157,2011-12-11,Fall,2011,December,12,Non-Holiday,Sunday,Non-Work,Clear,4.22,4.0,35.0,0.0,288,No,Cold,Cold,Optimum,Slow Wind
8158,2011-12-11,Fall,2011,December,13,Non-Holiday,Sunday,Non-Work,Clear,6.1,6.0,31.0,0.0,268,No,Cold,Cold,Optimum,Slow Wind
8159,2011-12-11,Fall,2011,December,14,Non-Holiday,Sunday,Non-Work,Clear,6.1,6.0,28.0,0.0,242,No,Cold,Cold,Too Dry,Slow Wind
8160,2011-12-11,Fall,2011,December,15,Non-Holiday,Sunday,Non-Work,Clear,6.1,6.0,26.0,0.0,266,No,Cold,Cold,Too Dry,Slow Wind
8161,2011-12-11,Fall,2011,December,16,Non-Holiday,Sunday,Non-Work,Clear,6.1,6.0,26.0,0.0,206,No,Cold,Cold,Too Dry,Slow Wind
8162,2011-12-11,Fall,2011,December,17,Non-Holiday,Sunday,Non-Work,Clear,5.16,5.0,30.0,0.0,163,No,Cold,Cold,Too Dry,Slow Wind
8163,2011-12-11,Fall,2011,December,18,Non-Holiday,Sunday,Non-Work,Clear,3.28,-1.0,48.0,13.0,163,No,Cold,Cold,Optimum,Slow Wind
8164,2011-12-11,Fall,2011,December,19,Non-Holiday,Sunday,Non-Work,Clear,2.34,-1.0,55.0,13.0,105,No,Cold,Cold,Optimum,Slow Wind
8165,2011-12-11,Fall,2011,December,20,Non-Holiday,Sunday,Non-Work,Clear,2.34,-0.0,55.0,7.0,72,No,Cold,Cold,Optimum,Slow Wind
8166,2011-12-11,Fall,2011,December,21,Non-Holiday,Sunday,Non-Work,Clear,2.34,2.0,55.0,0.0,63,No,Cold,Cold,Optimum,Slow Wind
8167,2011-12-11,Fall,2011,December,22,Non-Holiday,Sunday,Non-Work,Clear,2.34,2.0,55.0,0.0,43,No,Cold,Cold,Optimum,Slow Wind
8168,2011-12-11,Fall,2011,December,23,Non-Holiday,Sunday,Non-Work,Clear,1.4,1.0,69.0,0.0,35,No,Cold,Cold,Too Moist,Slow Wind
8169,2011-12-12,Fall,2011,December,0,Non-Holiday,Monday,Work,Clear,1.4,-1.0,69.0,6.0,20,No,Cold,Cold,Too Moist,Slow Wind
8170,2011-12-12,Fall,2011,December,1,Non-Holiday,Monday,Work,Clear,1.4,1.0,69.0,0.0,9,No,Cold,Cold,Too Moist,Slow Wind
8171,2011-12-12,Fall,2011,December,2,Non-Holiday,Monday,Work,Clear,1.4,1.0,69.0,0.0,4,No,Cold,Cold,Too Moist,Slow Wind
8172,2011-12-12,Fall,2011,December,3,Non-Holiday,Monday,Work,Clear,0.46,-0.0,74.0,0.0,2,No,Cold,Cold,Too Moist,Slow Wind
8173,2011-12-12,Fall,2011,December,4,Non-Holiday,Monday,Work,Clear,0.46,-0.0,74.0,0.0,3,No,Cold,Cold,Too Moist,Slow Wind
8174,2011-12-12,Fall,2011,December,5,Non-Holiday,Monday,Work,Clear,-0.48,-1.0,80.0,0.0,21,No,Cold,Cold,Too Moist,Slow Wind
8175,2011-12-12,Fall,2011,December,6,Non-Holiday,Monday,Work,Clear,-0.48,-4.0,80.0,7.0,64,No,Cold,Cold,Too Moist,Slow Wind
8176,2011-12-12,Fall,2011,December,7,Non-Holiday,Monday,Work,Clear,-1.42,-6.0,86.0,9.0,235,No,Cold,Cold,Too Moist,Slow Wind
8177,2011-12-12,Fall,2011,December,8,Non-Holiday,Monday,Work,Cloudy,-0.48,-4.0,80.0,7.0,385,No,Cold,Cold,Too Moist,Slow Wind
8178,2011-12-12,Fall,2011,December,9,Non-Holiday,Monday,Work,Cloudy,0.46,-2.0,74.0,6.0,220,No,Cold,Cold,Too Moist,Slow Wind
8179,2011-12-12,Fall,2011,December,10,Non-Holiday,Monday,Work,Cloudy,2.34,-0.0,69.0,7.0,105,No,Cold,Cold,Too Moist,Slow Wind
8180,2011-12-12,Fall,2011,December,11,Non-Holiday,Monday,Work,Cloudy,4.22,3.0,60.0,6.0,115,No,Cold,Cold,Optimum,Slow Wind
8181,2011-12-12,Fall,2011,December,12,Non-Holiday,Monday,Work,Clear,5.16,3.0,52.0,7.0,145,No,Cold,Cold,Optimum,Slow Wind
8182,2011-12-12,Fall,2011,December,13,Non-Holiday,Monday,Work,Cloudy,6.1,5.0,52.0,7.0,166,No,Cold,Cold,Optimum,Slow Wind
8183,2011-12-12,Fall,2011,December,14,Non-Holiday,Monday,Work,Cloudy,7.04,6.0,53.0,9.0,111,No,Cold,Cold,Optimum,Slow Wind
8184,2011-12-12,Fall,2011,December,15,Non-Holiday,Monday,Work,Cloudy,7.04,6.0,57.0,7.0,132,No,Cold,Cold,Optimum,Slow Wind
8185,2011-12-12,Fall,2011,December,16,Non-Holiday,Monday,Work,Cloudy,7.04,6.0,57.0,6.0,214,No,Cold,Cold,Optimum,Slow Wind
8186,2011-12-12,Fall,2011,December,17,Non-Holiday,Monday,Work,Cloudy,6.1,6.0,56.0,0.0,359,No,Cold,Cold,Optimum,Slow Wind
8187,2011-12-12,Fall,2011,December,18,Non-Holiday,Monday,Work,Clear,6.1,5.0,56.0,6.0,357,No,Cold,Cold,Optimum,Slow Wind
8188,2011-12-12,Fall,2011,December,19,Non-Holiday,Monday,Work,Clear,5.16,4.0,61.0,6.0,241,No,Cold,Cold,Too Moist,Slow Wind
8189,2011-12-12,Fall,2011,December,20,Non-Holiday,Monday,Work,Clear,6.1,5.0,56.0,6.0,165,No,Cold,Cold,Optimum,Slow Wind
8190,2011-12-12,Fall,2011,December,21,Non-Holiday,Monday,Work,Clear,4.22,4.0,81.0,0.0,121,No,Cold,Cold,Too Moist,Slow Wind
8191,2011-12-12,Fall,2011,December,22,Non-Holiday,Monday,Work,Clear,4.22,4.0,70.0,0.0,71,No,Cold,Cold,Too Moist,Slow Wind
8192,2011-12-12,Fall,2011,December,23,Non-Holiday,Monday,Work,Clear,3.28,3.0,75.0,0.0,45,No,Cold,Cold,Too Moist,Slow Wind
8193,2011-12-13,Fall,2011,December,0,Non-Holiday,Tuesday,Work,Clear,2.34,2.0,80.0,0.0,17,No,Cold,Cold,Too Moist,Slow Wind
8194,2011-12-13,Fall,2011,December,1,Non-Holiday,Tuesday,Work,Clear,1.4,1.0,80.0,0.0,4,No,Cold,Cold,Too Moist,Slow Wind
8195,2011-12-13,Fall,2011,December,2,Non-Holiday,Tuesday,Work,Clear,1.4,1.0,80.0,0.0,2,No,Cold,Cold,Too Moist,Slow Wind
8196,2011-12-13,Fall,2011,December,3,Non-Holiday,Tuesday,Work,Clear,0.46,-0.0,80.0,0.0,3,No,Cold,Cold,Too Moist,Slow Wind
8197,2011-12-13,Fall,2011,December,4,Non-Holiday,Tuesday,Work,Clear,1.4,1.0,80.0,0.0,4,No,Cold,Cold,Too Moist,Slow Wind
8198,2011-12-13,Fall,2011,December,5,Non-Holiday,Tuesday,Work,Clear,0.46,-0.0,86.0,0.0,20,No,Cold,Cold,Too Moist,Slow Wind
8199,2011-12-13,Fall,2011,December,6,Non-Holiday,Tuesday,Work,Clear,1.4,1.0,80.0,0.0,92,No,Cold,Cold,Too Moist,Slow Wind
8200,2011-12-13,Fall,2011,December,7,Non-Holiday,Tuesday,Work,Clear,-0.48,-5.0,80.0,11.0,223,No,Cold,Cold,Too Moist,Slow Wind
8201,2011-12-13,Fall,2011,December,8,Non-Holiday,Tuesday,Work,Clear,1.4,-1.0,69.0,7.0,400,No,Cold,Cold,Too Moist,Slow Wind
8202,2011-12-13,Fall,2011,December,9,Non-Holiday,Tuesday,Work,Clear,4.22,1.0,60.0,11.0,233,No,Cold,Cold,Optimum,Slow Wind
8203,2011-12-13,Fall,2011,December,10,Non-Holiday,Tuesday,Work,Clear,6.1,4.0,52.0,11.0,102,No,Cold,Cold,Optimum,Slow Wind
8204,2011-12-13,Fall,2011,December,11,Non-Holiday,Tuesday,Work,Clear,7.98,5.0,46.0,17.0,124,No,Cold,Cold,Optimum,Slow Wind
8205,2011-12-13,Fall,2011,December,12,Non-Holiday,Tuesday,Work,Clear,8.92,6.0,43.0,24.0,167,No,Cold,Cold,Optimum,Normal
8206,2011-12-13,Fall,2011,December,13,Non-Holiday,Tuesday,Work,Clear,10.8,11.0,37.0,22.0,127,No,Cool,Cool,Optimum,Normal
8207,2011-12-13,Fall,2011,December,14,Non-Holiday,Tuesday,Work,Clear,10.8,11.0,37.0,17.0,134,No,Cool,Cool,Optimum,Slow Wind
8208,2011-12-13,Fall,2011,December,15,Non-Holiday,Tuesday,Work,Clear,10.8,11.0,35.0,17.0,151,No,Cool,Cool,Optimum,Slow Wind
8209,2011-12-13,Fall,2011,December,16,Non-Holiday,Tuesday,Work,Clear,9.86,10.0,37.0,17.0,207,No,Cold,Cold,Optimum,Slow Wind
8210,2011-12-13,Fall,2011,December,17,Non-Holiday,Tuesday,Work,Clear,8.92,7.0,40.0,13.0,398,No,Cold,Cold,Optimum,Slow Wind
8211,2011-12-13,Fall,2011,December,18,Non-Holiday,Tuesday,Work,Clear,7.98,5.0,42.0,15.0,382,No,Cold,Cold,Optimum,Slow Wind
8212,2011-12-13,Fall,2011,December,19,Non-Holiday,Tuesday,Work,Clear,7.04,5.0,49.0,11.0,267,No,Cold,Cold,Optimum,Slow Wind
8213,2011-12-13,Fall,2011,December,20,Non-Holiday,Tuesday,Work,Clear,7.04,5.0,49.0,11.0,161,No,Cold,Cold,Optimum,Slow Wind
8214,2011-12-13,Fall,2011,December,21,Non-Holiday,Tuesday,Work,Clear,6.1,4.0,52.0,11.0,139,No,Cold,Cold,Optimum,Slow Wind
8215,2011-12-13,Fall,2011,December,22,Non-Holiday,Tuesday,Work,Clear,6.1,4.0,52.0,11.0,107,No,Cold,Cold,Optimum,Slow Wind
8216,2011-12-13,Fall,2011,December,23,Non-Holiday,Tuesday,Work,Clear,4.22,4.0,70.0,0.0,59,No,Cold,Cold,Too Moist,Slow Wind
8217,2011-12-14,Fall,2011,December,0,Non-Holiday,Wednesday,Work,Clear,4.22,4.0,75.0,0.0,22,No,Cold,Cold,Too Moist,Slow Wind
8218,2011-12-14,Fall,2011,December,1,Non-Holiday,Wednesday,Work,Clear,4.22,4.0,75.0,0.0,8,No,Cold,Cold,Too Moist,Slow Wind
8219,2011-12-14,Fall,2011,December,2,Non-Holiday,Wednesday,Work,Clear,4.22,4.0,75.0,0.0,2,No,Cold,Cold,Too Moist,Slow Wind
8220,2011-12-14,Fall,2011,December,3,Non-Holiday,Wednesday,Work,Clear,5.16,5.0,65.0,0.0,3,No,Cold,Cold,Too Moist,Slow Wind
8221,2011-12-14,Fall,2011,December,4,Non-Holiday,Wednesday,Work,Clear,4.22,4.0,75.0,0.0,4,No,Cold,Cold,Too Moist,Slow Wind
8222,2011-12-14,Fall,2011,December,5,Non-Holiday,Wednesday,Work,Cloudy,4.22,4.0,81.0,0.0,26,No,Cold,Cold,Too Moist,Slow Wind
8223,2011-12-14,Fall,2011,December,6,Non-Holiday,Wednesday,Work,Cloudy,4.22,4.0,87.0,0.0,87,No,Cold,Cold,Too Moist,Slow Wind
8224,2011-12-14,Fall,2011,December,7,Non-Holiday,Wednesday,Work,Clear,5.16,5.0,75.0,0.0,247,No,Cold,Cold,Too Moist,Slow Wind
8225,2011-12-14,Fall,2011,December,8,Non-Holiday,Wednesday,Work,Cloudy,4.22,4.0,87.0,0.0,467,No,Cold,Cold,Too Moist,Slow Wind
8226,2011-12-14,Fall,2011,December,9,Non-Holiday,Wednesday,Work,Cloudy,6.1,6.0,61.0,0.0,239,No,Cold,Cold,Too Moist,Slow Wind
8227,2011-12-14,Fall,2011,December,10,Non-Holiday,Wednesday,Work,Cloudy,7.04,7.0,57.0,0.0,142,No,Cold,Cold,Optimum,Slow Wind
8228,2011-12-14,Fall,2011,December,11,Non-Holiday,Wednesday,Work,Cloudy,7.98,8.0,55.0,0.0,115,No,Cold,Cold,Optimum,Slow Wind
8229,2011-12-14,Fall,2011,December,12,Non-Holiday,Wednesday,Work,Cloudy,8.92,8.0,57.0,6.0,144,No,Cold,Cold,Optimum,Slow Wind
8230,2011-12-14,Fall,2011,December,13,Non-Holiday,Wednesday,Work,Cloudy,8.92,8.0,57.0,7.0,133,No,Cold,Cold,Optimum,Slow Wind
8231,2011-12-14,Fall,2011,December,14,Non-Holiday,Wednesday,Work,Cloudy,9.86,10.0,54.0,6.0,151,No,Cold,Cold,Optimum,Slow Wind
8232,2011-12-14,Fall,2011,December,15,Non-Holiday,Wednesday,Work,Cloudy,9.86,10.0,54.0,7.0,167,No,Cold,Cold,Optimum,Slow Wind
8233,2011-12-14,Fall,2011,December,16,Non-Holiday,Wednesday,Work,Cloudy,9.86,10.0,54.0,7.0,245,No,Cold,Cold,Optimum,Slow Wind
8234,2011-12-14,Fall,2011,December,17,Non-Holiday,Wednesday,Work,Cloudy,8.92,8.0,57.0,7.0,396,No,Cold,Cold,Optimum,Slow Wind
8235,2011-12-14,Fall,2011,December,18,Non-Holiday,Wednesday,Work,Cloudy,8.92,7.0,62.0,11.0,390,No,Cold,Cold,Too Moist,Slow Wind
8236,2011-12-14,Fall,2011,December,19,Non-Holiday,Wednesday,Work,Cloudy,8.92,8.0,62.0,7.0,268,No,Cold,Cold,Too Moist,Slow Wind
8237,2011-12-14,Fall,2011,December,20,Non-Holiday,Wednesday,Work,Cloudy,7.98,7.0,66.0,7.0,175,No,Cold,Cold,Too Moist,Slow Wind
8238,2011-12-14,Fall,2011,December,21,Non-Holiday,Wednesday,Work,Cloudy,7.98,6.0,66.0,11.0,154,No,Cold,Cold,Too Moist,Slow Wind
8239,2011-12-14,Fall,2011,December,22,Non-Holiday,Wednesday,Work,Clear,7.98,6.0,66.0,11.0,104,No,Cold,Cold,Too Moist,Slow Wind
8240,2011-12-14,Fall,2011,December,23,Non-Holiday,Wednesday,Work,Clear,7.04,5.0,70.0,11.0,51,No,Cold,Cold,Too Moist,Slow Wind
